idx,feasible,V,rho_mean,ref_obj,model_obj,gap,ref_cost,model_cost,ref_cov,model_cov
136,1,8,1.75,-0.325604,-0.321739,0.003865,337,333,337,333
137,1,5,1.7,-0.333846,-0.324615,0.009231,217,218,217,214
70,1,8,1.312,-0.387416,-0.307191,0.080225,431,354,431,347
71,1,8,3.0,-0.380928,-0.296487,0.084442,759,680,759,629
132,1,5,2.0,-0.376812,-0.355072,0.021739,260,245,260,245
133,1,5,1.9,-0.382927,-0.330488,0.052439,314,271,314,271
134,1,5,1.7,-0.393831,-0.297078,0.096753,305,276,304,249
135,1,5,1.5,-0.384932,-0.340068,0.044863,281,250,281,249
146,1,5,1.5,-0.342609,-0.266087,0.076522,197,153,197,153
147,1,8,1.0,-0.347896,-0.304854,0.043042,309,309,286,267
142,1,5,2.0,-0.373723,-0.30073,0.072993,256,206,256,206
143,1,8,1.5,-0.349585,-0.273029,0.076556,430,385,425,353
140,1,5,1.5,-0.367568,-0.321236,0.046332,238,208,238,208
141,1,8,1.688,-0.375476,-0.365328,0.010148,444,432,444,432
128,1,8,2.0,-0.384828,-0.321724,0.063103,558,484,558,474
129,1,5,2.1,-0.345266,-0.25,0.095266,304,276,297,239
154,1,5,1.7,-0.389508,-0.339672,0.049836,297,259,297,259
155,1,8,1.5,-0.363341,-0.329002,0.034339,395,358,393,356
158,1,5,1.0,-0.4,-0.4,0.0,155,155,155,155
159,1,8,1.438,-0.365261,-0.31067,0.054591,375,320,371,316
112,1,5,2.1,-0.386667,-0.327778,0.058889,348,295,348,295
113,1,8,2.188,-0.38651,-0.322141,0.06437,659,572,659,559
152,1,5,1.7,-0.395848,-0.29481,0.101038,286,213,286,213
153,1,8,1.75,-0.360781,-0.317472,0.043309,515,476,498,448
164,1,5,1.1,-0.379861,-0.185417,0.194444,142,142,139,99
165,1,8,1.875,-0.367041,-0.250749,0.116292,490,438,490,379
160,1,8,2.312,-0.361626,-0.272358,0.089268,556,487,556,448
161,1,5,2.6,-0.373333,-0.311733,0.0616,350,301,350,296
150,1,8,1.875,-0.39292,-0.26177,0.13115,555,487,555,420
151,1,8,1.75,-0.342485,-0.259719,0.082766,457,394,440,354
166,1,8,1.0,-0.359615,-0.311538,0.048077,364,364,343,318
167,1,5,2.0,-0.388293,-0.345366,0.042927,398,361,398,357
144,1,5,3.0,-0.374066,-0.296264,0.077802,436,365,430,349
145,1,5,1.7,-0.349817,-0.317949,0.031868,244,217,241,217
170,1,8,1.5,-0.366597,-0.303132,0.063466,439,363,439,363
171,1,8,1.875,-0.392393,-0.275696,0.116698,534,375,531,373
162,1,5,2.5,-0.398316,-0.295789,0.102526,473,360,473,355
163,1,8,1.0,-0.299642,-0.299642,0.0,279,279,239,239
178,1,8,1.0,-0.388294,-0.388294,0.0,299,299,294,294
179,1,5,1.4,-0.375879,-0.265829,0.11005,187,134,187,133
172,1,8,1.312,-0.332335,-0.294611,0.037725,309,309,291,273
173,1,8,2.062,-0.383831,-0.315817,0.068014,546,507,546,474
174,1,5,2.0,-0.396471,-0.248824,0.147647,337,236,337,222
175,1,8,1.312,-0.369565,-0.324058,0.045507,331,318,324,296
94,1,8,1.812,-0.353611,-0.307659,0.045952,418,383,410,365
95,1,8,3.0,-0.387166,-0.276471,0.110695,724,608,724,556
148,1,5,1.8,-0.380299,-0.328358,0.05194,322,282,320,278
149,1,8,2.25,-0.375873,-0.321429,0.054444,592,508,592,507
60,1,8,1.0,-0.383784,-0.383784,0.0,259,259,253,253
61,1,8,3.0,-0.365183,-0.277225,0.087958,708,596,702,558
180,1,8,1.625,-0.324503,-0.245254,0.079249,392,360,378,313
181,1,8,1.75,-0.389231,-0.294808,0.094423,506,434,506,405
186,1,5,1.7,-0.4,-0.323167,0.076833,341,293,341,283
187,1,8,1.5,-0.290814,-0.264092,0.026722,392,360,367,335
182,1,5,2.1,-0.376849,-0.316077,0.060772,293,279,293,260
183,1,8,1.812,-0.358887,-0.295717,0.063169,419,361,419,352
192,1,5,1.2,-0.341176,-0.30084,0.040336,217,193,209,185
193,1,5,1.0,-0.4,-0.4,0.0,188,188,188,188
82,1,5,3.0,-0.388955,-0.306903,0.082051,493,389,493,389
83,1,8,2.312,-0.351286,-0.310978,0.040309,512,483,512,466
188,1,5,1.0,-0.4,-0.4,0.0,142,142,142,142
189,1,5,2.3,-0.384236,-0.352709,0.031527,390,358,390,358
198,1,8,1.5,-0.342459,-0.184223,0.158237,369,321,369,251
199,1,5,1.9,-0.368675,-0.311145,0.05753,306,274,306,265
200,1,5,1.0,-0.395652,-0.395652,0.0,161,161,160,160
201,1,8,1.5,-0.3599,-0.305263,0.054637,380,343,368,321
176,1,8,2.0,-0.388215,-0.240035,0.14818,560,425,560,380
177,1,5,1.7,-0.395918,-0.382313,0.013605,291,281,291,281
90,1,5,1.5,-0.381333,-0.321333,0.06,286,241,286,241
91,1,8,2.188,-0.385777,-0.319648,0.066129,663,566,660,554
184,1,8,1.625,-0.397624,-0.35802,0.039604,502,452,502,452
185,1,8,2.062,-0.368182,-0.285714,0.082468,567,517,567,473
110,1,5,2.0,-0.384783,-0.289946,0.094837,354,293,354,278
111,1,8,3.0,-0.373755,-0.305954,0.067801,769,696,769,658
206,1,5,2.1,-0.370944,-0.303148,0.067797,383,313,383,313
207,1,8,2.0,-0.368814,-0.291356,0.077458,544,491,544,456
190,1,8,1.75,-0.376836,-0.291902,0.084934,502,412,501,398
191,1,8,2.188,-0.379632,-0.305513,0.074119,632,588,625,537
218,1,8,1.5,-0.350808,-0.241339,0.109469,385,354,382,301
219,1,5,1.4,-0.369849,-0.299497,0.070352,184,149,184,149
194,1,8,2.25,-0.38543,-0.332616,0.052815,582,525,582,512
195,1,5,1.9,-0.35858,-0.274556,0.084024,303,232,303,232
208,1,8,2.0,-0.368139,-0.343218,0.024921,594,544,588,544
209,1,5,2.0,-0.37732,-0.306701,0.070619,366,301,366,299
202,1,8,1.688,-0.39096,-0.309228,0.081733,519,428,519,418
203,1,8,1.5,-0.361609,-0.284138,0.077471,409,379,400,339
214,1,5,2.8,-0.387611,-0.325885,0.061726,438,398,438,381
215,1,8,1.938,-0.39322,-0.324105,0.069115,522,446,522,437
222,1,8,1.5,-0.334583,-0.29375,0.040833,412,363,406,357
223,1,8,1.812,-0.384892,-0.326079,0.058813,535,469,535,460
210,1,5,2.0,-0.380998,-0.325653,0.055344,401,362,401,351
211,1,8,1.625,-0.365904,-0.261331,0.104574,440,372,440,339
196,1,8,1.75,-0.373377,-0.305411,0.067965,433,372,432,361
197,1,5,3.0,-0.386383,-0.321489,0.064894,454,390,454,383
230,1,8,1.625,-0.392174,-0.335217,0.056957,451,417,451,399
231,1,5,1.5,-0.358528,-0.347492,0.011037,268,265,268,262
228,1,8,1.938,-0.392466,-0.326027,0.066438,573,525,573,497
229,1,5,1.9,-0.377716,-0.31532,0.062396,339,283,339,283
220,1,8,2.0,-0.33401,-0.311337,0.022673,553,530,519,490
221,1,5,1.9,-0.4,-0.281316,0.118684,380,283,380,274
156,1,5,1.8,-0.383729,-0.350847,0.032881,283,264,283,261
157,1,5,3.0,-0.361822,-0.312148,0.049675,417,379,417,368
226,1,5,3.0,-0.399222,-0.291051,0.108171,513,374,513,374
227,1,8,1.875,-0.376048,-0.299601,0.076447,471,405,471,388
168,1,8,1.75,-0.357328,-0.315948,0.041379,432,384,422,374
169,1,8,2.438,-0.393038,-0.317563,0.075475,621,563,621,528
122,1,8,3.0,-0.390932,-0.276826,0.114106,776,679,776,605
123,1,5,2.8,-0.397576,-0.340202,0.057374,492,449,492,433
224,1,8,2.0,-0.374517,-0.321042,0.053475,485,428,485,421
225,1,5,2.3,-0.382796,-0.320161,0.062634,356,310,356,303
246,1,8,1.625,-0.294398,-0.252075,0.042324,430,379,387,336
247,1,5,1.5,-0.298276,-0.298276,0.0,173,173,173,173
252,1,5,1.6,-0.387421,-0.352201,0.03522,308,280,308,280
253,1,8,1.875,-0.364481,-0.3051,0.059381,523,466,510,439
242,1,5,2.3,-0.398202,-0.366966,0.031236,443,424,443,415
243,1,8,2.375,-0.383626,-0.302485,0.08114,656,596,656,551
248,1,5,2.3,-0.38995,-0.284422,0.105528,388,283,388,283
249,1,5,1.7,-0.356944,-0.351389,0.005556,257,253,257,253
254,1,5,1.9,-0.382418,-0.33489,0.047527,348,324,348,313
255,1,8,1.0,-0.376744,-0.313953,0.062791,301,301,291,264
2,1,8,3.0,-0.31514,-0.317949,-0.002808,696,658,667,654
3,1,8,2.125,-0.369716,-0.23817,0.131546,586,486,586,424
258,1,5,2.0,-0.371892,-0.276486,0.095405,344,261,344,258
259,1,5,2.1,-0.370701,-0.313694,0.057006,291,276,291,259
262,1,8,1.5,-0.359499,-0.253445,0.106054,448,377,438,335
263,1,5,1.6,-0.359533,-0.354864,0.004669,231,228,231,228
266,1,8,1.0,-0.363279,-0.363279,0.0,305,305,289,289
267,1,5,1.5,-0.366792,-0.316981,0.049811,250,217,246,213
260,1,8,2.0,-0.394613,-0.344108,0.050505,586,511,586,511
261,1,5,2.1,-0.363429,-0.350857,0.012571,318,307,318,307
244,1,5,3.0,-0.378125,-0.288281,0.089844,484,369,484,369
245,1,8,1.625,-0.368764,-0.275281,0.093483,426,357,417,328
264,1,5,2.2,-0.372208,-0.300744,0.071464,375,303,375,303
265,1,8,1.0,-0.394466,-0.394466,0.0,253,253,251,251
250,1,8,2.25,-0.369651,-0.184219,0.185432,609,524,609,398
251,1,5,1.6,-0.387302,-0.373016,0.014286,244,235,244,235
240,1,5,3.0,-0.388664,-0.284413,0.104251,480,416,480,379
241,1,5,2.0,-0.394495,-0.36422,0.030275,430,397,430,397
232,1,5,1.5,-0.388889,-0.336508,0.052381,245,212,245,212
233,1,8,2.188,-0.340717,-0.276221,0.064495,551,452,535,436
212,1,8,2.375,-0.370988,-0.299228,0.071759,601,532,601,505
213,1,8,2.0,-0.375696,-0.317254,0.058442,508,438,507,432
272,1,8,1.75,-0.376867,-0.327505,0.049362,526,467,521,457
273,1,5,2.0,-0.381714,-0.312,0.069714,334,273,334,273
284,1,5,1.0,-0.334615,-0.334615,0.0,182,182,165,165
285,1,8,1.938,-0.389552,-0.322015,0.067537,522,442,522,436
278,1,5,2.4,-0.375787,-0.330993,0.044794,388,375,388,356
279,1,8,1.625,-0.390361,-0.232289,0.158072,405,325,405,277
234,1,8,3.0,-0.3872,-0.312667,0.074533,726,637,726,608
235,1,8,1.75,-0.391147,-0.331187,0.05996,486,436,486,422
288,1,5,1.5,-0.29223,-0.259797,0.032432,246,222,229,205
289,1,8,1.5,-0.36259,-0.319904,0.042686,378,358,378,344
286,1,5,1.8,-0.383768,-0.366377,0.017391,331,316,331,316
287,1,8,1.0,-0.314286,-0.314286,0.0,294,294,258,258
216,1,8,3.0,-0.387653,-0.289552,0.0981,716,621,715,571
217,1,5,1.6,-0.376978,-0.331295,0.045683,262,260,262,243
294,1,5,1.0,-0.238788,-0.238788,0.0,165,165,127,127
295,1,5,1.0,-0.3825,-0.3825,0.0,160,160,156,156
298,1,5,1.6,-0.369912,-0.356637,0.013274,209,205,209,203
299,1,5,1.0,-0.4,-0.4,0.0,155,155,155,155
290,1,8,1.688,-0.381377,-0.2917,0.089676,471,411,471,382
291,1,5,1.6,-0.377941,-0.302941,0.075,257,206,257,206
274,1,8,2.125,-0.365245,-0.250869,0.114376,578,509,578,445
275,1,5,1.0,-0.4,-0.4,0.0,175,175,175,175
292,1,5,1.9,-0.374843,-0.336792,0.03805,312,280,304,273
293,1,5,2.0,-0.372826,-0.358696,0.01413,343,330,343,330
276,1,8,2.062,-0.372697,-0.303015,0.069682,572,482,563,465
277,1,8,1.688,-0.372289,-0.306506,0.065783,395,353,390,333
300,1,5,2.1,-0.379592,-0.322449,0.057143,372,316,372,316
301,1,5,2.1,-0.4,-0.356075,0.043925,428,381,428,381
124,1,8,3.0,-0.344718,-0.27723,0.067488,785,692,756,634
125,1,5,2.3,-0.344811,-0.251887,0.092925,390,323,376,291
306,1,5,1.3,-0.393827,-0.388889,0.004938,241,238,240,237
307,1,5,3.0,-0.371429,-0.273571,0.097857,390,296,390,291
256,1,5,1.8,-0.382152,-0.32126,0.060892,364,306,364,306
257,1,5,3.0,-0.39499,-0.370355,0.024635,473,447,473,445
308,1,5,2.6,-0.381773,-0.317241,0.064532,391,350,389,334
309,1,5,1.5,-0.360274,-0.269178,0.091096,263,207,263,201
316,1,5,2.0,-0.38375,-0.31625,0.0675,307,253,307,253
317,1,8,1.75,-0.378719,-0.259699,0.119021,508,392,505,365
204,1,8,3.0,-0.355801,-0.307182,0.048619,644,556,644,556
205,1,8,2.188,-0.391476,-0.286301,0.105175,643,521,643,492
314,1,5,2.5,-0.399101,-0.366067,0.033034,444,423,444,414
315,1,5,2.2,-0.383146,-0.319101,0.064045,341,284,341,284
282,1,8,2.312,-0.385657,-0.32085,0.064807,726,632,726,616
283,1,5,1.5,-0.366932,-0.343028,0.023904,232,217,231,216
302,1,8,1.938,-0.38942,-0.323379,0.066041,574,486,572,479
303,1,5,2.0,-0.358454,-0.265942,0.092512,371,291,371,282
